"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Education"	"Mother's Education Code"	Deaths	Births	Death Rate
	"New York"	"36"	"2013"	"2013"	"High school graduate or GED completed"	"3"	304	51124	5.95
	"New York"	"36"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	219	39593	5.53
	"New York"	"36"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	76	18511	4.11
	"New York"	"36"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	135	42664	3.16
	"New York"	"36"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	78	31901	2.45
	"New York"	"36"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	21	7548	2.78
	"New York"	"36"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	56	3939	14.22
	"New York"	"36"	"2014"	"2014"	"8th grade or less"	"1"	51	11549	4.42
	"New York"	"36"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	174	28417	6.12
	"New York"	"36"	"2014"	"2014"	"High school graduate or GED completed"	"3"	297	51582	5.76
	"New York"	"36"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	184	39119	4.70
	"New York"	"36"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	85	18967	4.48
	"New York"	"36"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	134	44189	3.03
	"New York"	"36"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	83	32567	2.55
	"New York"	"36"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	16	7908	2.02 (Unreliable)
	"New York"	"36"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	77	4475	17.21
	"New York"	"36"	"2015"	"2015"	"8th grade or less"	"1"	66	11417	5.78
	"New York"	"36"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	188	27127	6.93
	"New York"	"36"	"2015"	"2015"	"High school graduate or GED completed"	"3"	291	51737	5.62
	"New York"	"36"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	201	39185	5.13
	"New York"	"36"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	77	18680	4.12
	"New York"	"36"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	133	44940	2.96
	"New York"	"36"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	66	32448	2.03
	"New York"	"36"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	21	8010	2.62
	"New York"	"36"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	55	3730	14.75
	"New York"	"36"	"2016"	"2016"	"8th grade or less"	"1"	49	10806	4.53
	"New York"	"36"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	144	25331	5.68
	"New York"	"36"	"2016"	"2016"	"High school graduate or GED completed"	"3"	283	51918	5.45
	"New York"	"36"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	219	37773	5.80
	"New York"	"36"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	92	18758	4.90
	"New York"	"36"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	143	46756	3.06
	"New York"	"36"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	70	33616	2.08
	"New York"	"36"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	14	8187	1.71 (Unreliable)
	"New York"	"36"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	42	1138	36.91
	"New York"	"36"	"2017"	"2017"	"8th grade or less"	"1"	64	10546	6.07
	"New York"	"36"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	142	24154	5.88
	"New York"	"36"	"2017"	"2017"	"High school graduate or GED completed"	"3"	301	51786	5.81
	"New York"	"36"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	190	36267	5.24
	"New York"	"36"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	82	18189	4.51
	"New York"	"36"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	139	46142	3.01
	"New York"	"36"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	79	33330	2.37
	"New York"	"36"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	15	8113	1.85 (Unreliable)
	"New York"	"36"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	40	1210	33.06
	"New York"	"36"	"2018"	"2018"	"8th grade or less"	"1"	56	9775	5.73
	"New York"	"36"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	137	22395	6.12
	"New York"	"36"	"2018"	"2018"	"High school graduate or GED completed"	"3"	291	51751	5.62
	"New York"	"36"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	168	35082	4.79
	"New York"	"36"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	72	17968	4.01
	"New York"	"36"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	119	46108	2.58
	"New York"	"36"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	61	33389	1.83
	"New York"	"36"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	20	8428	2.37
	"New York"	"36"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	54	1342	40.24
	"New York"	"36"	"2019"	"2019"	"8th grade or less"	"1"	53	8984	5.90
	"New York"	"36"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	134	21562	6.21
	"New York"	"36"	"2019"	"2019"	"High school graduate or GED completed"	"3"	258	50701	5.09
	"New York"	"36"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	191	33762	5.66
	"New York"	"36"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	73	17602	4.15
	"New York"	"36"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	102	46163	2.21
	"New York"	"36"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	72	33030	2.18
	"New York"	"36"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	16	8178	1.96 (Unreliable)
	"New York"	"36"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	59	1557	37.89
	"New York"	"36"	"2020"	"2020"	"8th grade or less"	"1"	32	8296	3.86
	"New York"	"36"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	111	19427	5.71
	"New York"	"36"	"2020"	"2020"	"High school graduate or GED completed"	"3"	260	48608	5.35
	"New York"	"36"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	140	31492	4.45
	"New York"	"36"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	79	16740	4.72
	"New York"	"36"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	92	43673	2.11
	"New York"	"36"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	65	31728	2.05
	"New York"	"36"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	7900	1.52 (Unreliable)
	"New York"	"36"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	66	1474	44.78
	"New York"	"36"	"2021"	"2021"	"8th grade or less"	"1"	48	8023	5.98
	"New York"	"36"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	122	17929	6.80
	"New York"	"36"	"2021"	"2021"	"High school graduate or GED completed"	"3"	249	48420	5.14
	"New York"	"36"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	148	30756	4.81
	"New York"	"36"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	67	17058	3.93
	"New York"	"36"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	112	45572	2.46
	"New York"	"36"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	71	33196	2.14
	"New York"	"36"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	14	8265	1.69 (Unreliable)
	"New York"	"36"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	45	1523	29.55
	"North Carolina"	"37"	"2007"	"2007"	"Excluded"	"Exc"	1117	131037	8.52
	"North Carolina"	"37"	"2008"	"2008"	"Excluded"	"Exc"	1079	130839	8.25
	"North Carolina"	"37"	"2009"	"2009"	"Excluded"	"Exc"	1004	126845	7.92
	"North Carolina"	"37"	"2010"	"2010"	"Excluded"	"Exc"	867	122350	7.09
	"North Carolina"	"37"	"2011"	"2011"	"Excluded"	"Exc"	867	120389	7.20
	"North Carolina"	"37"	"2012"	"2012"	"8th grade or less"	"1"	38	5862	6.48
	"North Carolina"	"37"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	185	16194	11.42
	"North Carolina"	"37"	"2012"	"2012"	"High school graduate or GED completed"	"3"	241	26854	8.97
	"North Carolina"	"37"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	218	27430	7.95
	"North Carolina"	"37"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	53	9830	5.39
	"North Carolina"	"37"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	99	21961	4.51
	"North Carolina"	"37"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	31	8747	3.54
	"North Carolina"	"37"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	2574	4.66 (Unreliable)
	"North Carolina"	"37"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	Suppressed	379	Suppressed
	"North Carolina"	"37"	"2013"	"2013"	"8th grade or less"	"1"	31	5313	5.83
	"North Carolina"	"37"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	131	14974	8.75
	"North Carolina"	"37"	"2013"	"2013"	"High school graduate or GED completed"	"3"	226	26601	8.50
	"North Carolina"	"37"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	210	27775	7.56
	"North Carolina"	"37"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	63	10040	6.27
	"North Carolina"	"37"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	103	22378	4.60
	"North Carolina"	"37"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	47	9086	5.17
	"North Carolina"	"37"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13	2608	4.98 (Unreliable)
	"North Carolina"	"37"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	Suppressed	227	Suppressed
	"North Carolina"	"37"	"2014"	"2014"	"8th grade or less"	"1"	35	5067	6.91
	"North Carolina"	"37"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	146	14108	10.35
	"North Carolina"	"37"	"2014"	"2014"	"High school graduate or GED completed"	"3"	249	27211	9.15
	"North Carolina"	"37"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	205	28526	7.19
	"North Carolina"	"37"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	55	10449	5.26
	"North Carolina"	"37"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	82	22878	3.58
	"North Carolina"	"37"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	65	9694	6.71
	"North Carolina"	"37"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	17	2763	6.15 (Unreliable)
	"North Carolina"	"37"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	Suppressed	279	Suppressed
	"North Carolina"	"37"	"2015"	"2015"	"8th grade or less"	"1"	36	4740	7.59
	"North Carolina"	"37"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	140	13468	10.40
	"North Carolina"	"37"	"2015"	"2015"	"High school graduate or GED completed"	"3"	258	27319	9.44
	"North Carolina"	"37"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	216	28141	7.68
	"North Carolina"	"37"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	71	10767	6.59
	"North Carolina"	"37"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	109	23105	4.72
	"North Carolina"	"37"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	43	10134	4.24
	"North Carolina"	"37"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2847	Suppressed
	"North Carolina"	"37"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	Suppressed	322	Suppressed
	"North Carolina"	"37"	"2016"	"2016"	"8th grade or less"	"1"	33	4529	7.29
	"North Carolina"	"37"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	133	12793	10.40
	"North Carolina"	"37"	"2016"	"2016"	"High school graduate or GED completed"	"3"	247	27443	9.00
	"North Carolina"	"37"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	218	27240	8.00
	"North Carolina"	"37"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	63	11044	5.70
	"North Carolina"	"37"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	109	24234	4.50
	"North Carolina"	"37"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	44	10217	4.31
	"North Carolina"	"37"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13	2942	4.42 (Unreliable)
	"North Carolina"	"37"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	14	337	41.54 (Unreliable)
	"North Carolina"	"37"	"2017"	"2017"	"8th grade or less"	"1"	31	4390	7.06
	"North Carolina"	"37"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	121	12421	9.74
	"North Carolina"	"37"	"2017"	"2017"	"High school graduate or GED completed"	"3"	251	28252	8.88
	"North Carolina"	"37"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	218	26866	8.11
	"North Carolina"	"37"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	81	11148	7.27
	"North Carolina"	"37"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	84	23506	3.57
	"North Carolina"	"37"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	39	10254	3.80
	"North Carolina"	"37"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	3017	3.98 (Unreliable)
	"North Carolina"	"37"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	Suppressed	271	Suppressed
	"North Carolina"	"37"	"2018"	"2018"	"8th grade or less"	"1"	27	3943	6.85
	"North Carolina"	"37"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	110	11694	9.41
	"North Carolina"	"37"	"2018"	"2018"	"High school graduate or GED completed"	"3"	241	28321	8.51
	"North Carolina"	"37"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	194	25807	7.52
	"North Carolina"	"37"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	72	11226	6.41
	"North Carolina"	"37"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	99	24110	4.11
	"North Carolina"	"37"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	42	10446	4.02
	"North Carolina"	"37"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	11	3018	3.64 (Unreliable)
	"North Carolina"	"37"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	Suppressed	389	Suppressed
	"North Carolina"	"37"	"2019"	"2019"	"8th grade or less"	"1"	33	3942	8.37
	"North Carolina"	"37"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	88	11254	7.82
	"North Carolina"	"37"	"2019"	"2019"	"High school graduate or GED completed"	"3"	267	29577	9.03
	"North Carolina"	"37"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	195	24528	7.95
	"North Carolina"	"37"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	62	11332	5.47
	"North Carolina"	"37"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	100	23941	4.18
	"North Carolina"	"37"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	48	10606	4.53
	"North Carolina"	"37"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3117	Suppressed
	"North Carolina"	"37"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	Suppressed	428	Suppressed
	"North Carolina"	"37"	"2020"	"2020"	"8th grade or less"	"1"	30	3884	7.72
	"North Carolina"	"37"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	107	10616	10.08
	"North Carolina"	"37"	"2020"	"2020"	"High school graduate or GED completed"	"3"	243	29290	8.30
	"North Carolina"	"37"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	194	23565	8.23
	"North Carolina"	"37"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	67	11198	5.98
	"North Carolina"	"37"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	102	24225	4.21
	"North Carolina"	"37"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	25	10438	2.40
	"North Carolina"	"37"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	10	3191	3.13 (Unreliable)
	"North Carolina"	"37"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	11	323	34.06 (Unreliable)
	"North Carolina"	"37"	"2021"	"2021"	"8th grade or less"	"1"	24	3627	6.62
	"North Carolina"	"37"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	109	10187	10.70
	"North Carolina"	"37"	"2021"	"2021"	"High school graduate or GED completed"	"3"	283	30032	9.42
	"North Carolina"	"37"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	162	23322	6.95
	"North Carolina"	"37"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	72	11743	6.13
	"North Carolina"	"37"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	104	26112	3.98
	"North Carolina"	"37"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	43	11680	3.68
	"North Carolina"	"37"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3425	Suppressed
	"North Carolina"	"37"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	Suppressed	338	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	"8th grade or less"	"1"	Suppressed	92	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	Suppressed	739	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	"High school graduate or GED completed"	"3"	12	1762	6.81 (Unreliable)
	"North Dakota"	"38"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	11	2117	5.20 (Unreliable)
	"North Dakota"	"38"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	Suppressed	1149	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	18	2164	8.32 (Unreliable)
	"North Dakota"	"38"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	417	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	Suppressed	263	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	"8th grade or less"	"1"	Suppressed	92	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	Suppressed	745	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	"High school graduate or GED completed"	"3"	Suppressed	1727	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	12	2226	5.39 (Unreliable)
	"North Dakota"	"38"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	Suppressed	1183	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	11	2145	5.13 (Unreliable)
	"North Dakota"	"38"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	176	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	Suppressed	233	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	10	775	12.90 (Unreliable)
	"North Dakota"	"38"	"2009"	"2009"	"High school graduate or GED completed"	"3"	10	1692	5.91 (Unreliable)
	"North Dakota"	"38"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	17	2107	8.07 (Unreliable)
	"North Dakota"	"38"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	Suppressed	1221	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	2220	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	155	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	Suppressed	231	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	"8th grade or less"	"1"	Suppressed	85	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	11	758	14.51 (Unreliable)
	"North Dakota"	"38"	"2010"	"2010"	"High school graduate or GED completed"	"3"	18	1700	10.59 (Unreliable)
	"North Dakota"	"38"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	Suppressed	2081	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	Suppressed	1242	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	2338	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	458	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	217	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	Suppressed	225	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	Suppressed	772	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	"High school graduate or GED completed"	"3"	12	1834	6.54 (Unreliable)
	"North Dakota"	"38"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	12	2252	5.33 (Unreliable)
	"North Dakota"	"38"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	Suppressed	1244	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	16	2422	6.61 (Unreliable)
	"North Dakota"	"38"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	571	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	197	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	Suppressed	117	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	12	751	15.98 (Unreliable)
	"North Dakota"	"38"	"2012"	"2012"	"High school graduate or GED completed"	"3"	12	1992	6.02 (Unreliable)
	"North Dakota"	"38"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	16	2323	6.89 (Unreliable)
	"North Dakota"	"38"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	11	1414	7.78 (Unreliable)
	"North Dakota"	"38"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	2615	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	582	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	202	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	Suppressed	110	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	Suppressed	769	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	"High school graduate or GED completed"	"3"	14	2053	6.82 (Unreliable)
	"North Dakota"	"38"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	13	2376	5.47 (Unreliable)
	"North Dakota"	"38"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	Suppressed	1460	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	15	2770	5.42 (Unreliable)
	"North Dakota"	"38"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	675	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	Suppressed	105	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	Suppressed	836	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	"High school graduate or GED completed"	"3"	16	2269	7.05 (Unreliable)
	"North Dakota"	"38"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	11	2530	4.35 (Unreliable)
	"North Dakota"	"38"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	Suppressed	1555	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	14	2883	4.86 (Unreliable)
	"North Dakota"	"38"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	694	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	306	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	Suppressed	128	Suppressed
	"North Dakota"	"38"	"2015"	"2015"	"8th grade or less"	"1"	Suppressed	129	Suppressed
	"North Dakota"	"38"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	13	868	14.98 (Unreliable)
	"North Dakota"	"38"	"2015"	"2015"	"High school graduate or GED completed"	"3"	22	2241	9.82
	"North Dakota"	"38"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	15	2524	5.94 (Unreliable)
	"North Dakota"	"38"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	Suppressed	1545	Suppressed
	"North Dakota"	"38"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	17	2840	5.99 (Unreliable)
	"North Dakota"	"38"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	751	Suppressed
